Project ID,Start Term,X Stu First Gen No Bach ,X Stu First Gen No College ,Pell Grant?,Midterm GPA,Athlete (December),X Stu Cum Gpa (December),X Stu Housing Fall,Retained to Fall 2?,Retained to Fall 3,Fall Campus Job?,# of campus orgs (December),# Midterm D or F,% of Midterm Grades are D or F,# Non-Lab STEM Courses,# STEM Courses Earned Credit,% of STEM Courses earning credit,# Classes Passed,% of Classes Passed
424,2017FA,No,No,No,2,Yes,1.9,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,3,75.00%
425,2017FA,No,No,No,3,Yes,2.525,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
426,2017FA,Yes,No,Yes,2.75,No,2.85,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
427,2017FA,Yes,No,Yes,2.75,No,1.425,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,3,75.00%
428,2017FA,No,No,No,4,No,4,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
429,2017FA,No,No,Yes,2.25,No,2.25,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,0,0,Not Applicable,4,100.00%
430,2017FA,Yes,No,Yes,0.3333,No,0.567,RESIDENT,Yes,Yes,No,Data not valid,3,75.00%,0,0,Not Applicable,2,50.00%
431,2017FA,No,No,No,3.5,No,3.75,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
432,2017FA,No,No,No,3.3333,Yes,2.9,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,3,3,100.00%,5,100.00%
433,2017FA,No,No,No,3.75,No,3.35,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
434,2017FA,No,No,No,2.75,No,3.225,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
435,2017FA,No,No,No,3,No,3,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
436,2017FA,No,No,Yes,3,No,3,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
437,2017FA,Yes,No,Yes,2.75,No,2.675,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
438,2017FA,No,No,No,3.5,No,3.925,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
439,2017FA,No,No,No,1.75,No,2,RESIDENT,No,No,No,Data not valid,1,25.00%,0,0,Not Applicable,3,75.00%
440,2017FA,No,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
441,2017FA,No,No,Yes,2.4444,No,3,RESIDENT,Yes,Yes,No,Data not valid,1,20.00%,3,2,66.70%,4,80.00%
442,2017FA,Unknown,Unknown,Yes,2.6667,No,2.867,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,3,75.00%
443,2017FA,Yes,Yes,No,3.25,No,3.475,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
444,2017FA,No,No,Yes,3.5,No,3.075,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
445,2017FA,No,No,No,1.75,No,2,RESIDENT,No,No,No,Data not valid,2,50.00%,0,0,Not Applicable,4,100.00%
446,2017FA,No,No,No,2.2222,No,2.075,RESIDENT,Yes,Yes,No,Data not valid,1,20.00%,3,3,100.00%,5,100.00%
447,2017FA,No,No,No,3,No,2.75,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
448,2017FA,Yes,Yes,No,3.5,No,3.5,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
449,2017FA,No,No,No,3.7895,No,3.835,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,7,100.00%
450,2017FA,No,No,No,0,No,0.7,RESIDENT,No,No,No,Data not valid,3,75.00%,0,0,Not Applicable,2,66.70%
451,2017FA,No,No,No,2.8235,No,3.575,RESIDENT,Yes,Yes,No,Data not valid,1,16.70%,1,1,100.00%,5,100.00%
452,2017FA,No,No,No,2.75,Yes,2.175,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
453,2017FA,No,No,No,1.75,No,0.333,RESIDENT,No,No,No,Data not valid,1,25.00%,0,0,Not Applicable,1,25.00%
454,2017FA,Unknown,Unknown,No,1.75,No,1.675,RESIDENT,Yes,Yes,Yes,Data not valid,1,25.00%,2,2,100.00%,4,100.00%
455,2017FA,No,No,No,2.75,No,2.75,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,1,1,100.00%,4,100.00%
456,2017FA,No,No,No,1.75,No,0.575,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,0,0,Not Applicable,1,25.00%
457,2017FA,No,No,No,3.25,No,3.175,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
458,2017FA,Yes,No,No,1,No,2.1,COMMUTER,Yes,Yes,No,Data not valid,2,50.00%,0,0,Not Applicable,3,100.00%
459,2017FA,No,No,No,2.5,Yes,2.85,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
460,2017FA,Yes,Yes,Yes,1.6667,No,0,RESIDENT,No,No,No,Data not valid,2,40.00%,3,0,0.00%,0,0.00%
461,2017FA,Yes,No,Yes,2,No,2.133,COMMUTER,Yes,No,No,Data not valid,1,33.30%,1,1,100.00%,3,100.00%
462,2017FA,No,No,Yes,3,No,3.225,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
463,2017FA,No,No,No,2.25,No,3.333,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,0,0,Not Applicable,3,75.00%
464,2017FA,No,No,No,2.5,No,2.5,RESIDENT,No,No,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
465,2017FA,Unknown,Unknown,No,2,No,1.75,RESIDENT,No,No,No,Data not valid,1,20.00%,2,2,100.00%,4,100.00%
466,2017FA,No,No,Yes,2.25,No,3,COMMUTER,Yes,Yes,No,Data not valid,2,50.00%,0,0,Not Applicable,3,75.00%
467,2017FA,Yes,Yes,No,3.3333,No,3.333,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,3,60.00%
468,2017FA,Yes,No,Yes,1,No,1.667,RESIDENT,Yes,No,No,Data not valid,2,50.00%,2,2,100.00%,3,100.00%
469,2017FA,No,No,Yes,2.75,No,2.75,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
470,2017FA,Yes,Yes,Yes,2.5,No,2.75,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
471,2017FA,No,No,No,4,Yes,3.925,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,5,100.00%
472,2017FA,Yes,No,No,2.75,Yes,2.675,RESIDENT,No,No,No,Data not valid,1,25.00%,1,1,100.00%,4,100.00%
473,2017FA,No,No,Yes,0.75,Yes,1.425,RESIDENT,Yes,No,Yes,Data not valid,3,75.00%,2,2,100.00%,4,100.00%
474,2017FA,No,No,No,2.5,No,2.1,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
475,2017FA,No,No,Yes,2,No,2,RESIDENT,No,No,No,Data not valid,2,40.00%,3,3,100.00%,4,80.00%
476,2017FA,No,No,No,2.25,No,1.75,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,2,2,100.00%,4,100.00%
477,2017FA,No,No,No,2.75,No,2.675,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
478,2017FA,No,No,Yes,3.5,No,2.675,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
479,2017FA,Yes,Yes,Yes,3.75,No,3.225,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
480,2017FA,No,No,No,1.6667,No,2.233,RESIDENT,No,No,No,Data not valid,1,25.00%,0,0,Not Applicable,3,100.00%
481,2017FA,No,No,No,3.25,Yes,3.1,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
482,2017FA,No,No,No,3.75,No,3.6,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
483,2017FA,No,No,No,3.25,No,3.425,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
484,2017FA,No,No,No,1.75,No,0.667,RESIDENT,No,No,No,Data not valid,1,16.70%,1,0,0.00%,2,50.00%
485,2017FA,No,No,Yes,0.75,No,1.6,RESIDENT,Yes,No,No,Data not valid,3,75.00%,1,1,100.00%,4,100.00%
486,2017FA,No,No,Yes,4,No,4,RESIDENT,No,No,No,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
487,2017FA,No,No,No,1.8824,No,1.412,RESIDENT,Yes,No,No,Data not valid,1,20.00%,0,0,Not Applicable,4,80.00%
488,2017FA,No,No,No,3.5,No,3.6,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
489,2017FA,No,No,No,2.5294,No,,RESIDENT,Yes,Yes,No,Data not valid,1,20.00%,0,0,Not Applicable,5,100.00%
490,2017FA,Yes,No,No,2.3333,No,2.567,COMMUTER,No,No,No,Data not valid,0,0.00%,1,1,100.00%,3,100.00%
491,2017FA,No,No,No,2.4444,No,3,RESIDENT,No,No,Yes,Data not valid,1,14.30%,4,4,100.00%,5,83.30%
492,2017FA,No,No,No,3.2941,Yes,3.675,RESIDENT,Yes,Yes,No,Data not valid,1,16.70%,1,1,100.00%,5,100.00%
493,2017FA,No,No,Yes,1.5,No,0.767,RESIDENT,Yes,Yes,No,Data not valid,2,50.00%,0,0,Not Applicable,1,25.00%
494,2017FA,No,No,Yes,2,Yes,2.075,RESIDENT,Yes,Yes,No,Data not valid,1,20.00%,2,2,100.00%,4,100.00%
495,2017FA,No,No,No,1.25,No,0.567,RESIDENT,No,No,No,Data not valid,2,40.00%,1,0,0.00%,1,25.00%
496,2017FA,No,No,No,,No,0,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,3,100.00%
497,2017FA,Yes,Yes,Yes,3.5,No,3.075,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
498,2017FA,Yes,No,No,0.5,No,1.133,RESIDENT,Yes,No,No,Data not valid,4,100.00%,0,0,Not Applicable,3,75.00%
499,2017FA,Yes,No,Yes,2.5,No,2,RESIDENT,Yes,Yes,Yes,Data not valid,1,25.00%,0,0,Not Applicable,3,75.00%
500,2017FA,Yes,No,Yes,3.75,No,3.775,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,5,100.00%
501,2017FA,No,No,No,1.75,No,2.333,RESIDENT,Yes,Yes,No,Data not valid,2,50.00%,2,1,50.00%,3,75.00%
502,2017FA,No,No,No,2.5,No,1.5,RESIDENT,Yes,No,No,Data not valid,1,20.00%,2,1,50.00%,2,50.00%
503,2017FA,No,No,No,4,No,3.925,RESIDENT,No,No,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
504,2017FA,Yes,No,No,3.5,No,3.85,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,5,100.00%
505,2017FA,No,No,No,2.75,Yes,2.925,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
506,2017FA,No,No,No,2.5,No,2.9,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
507,2017FA,Yes,No,No,3.2941,No,3.6,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,5,100.00%
508,2017FA,No,No,Yes,0.6667,No,1.8,RESIDENT,Yes,Yes,No,Data not valid,2,40.00%,2,2,100.00%,3,75.00%
509,2017FA,Yes,No,No,2.75,No,1.2,RESIDENT,Yes,No,No,Data not valid,0,0.00%,2,1,50.00%,2,40.00%
510,2017FA,No,No,No,2.75,No,1.6,RESIDENT,Yes,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
511,2017FA,No,No,No,0,No,0.233,RESIDENT,No,No,No,Data not valid,3,75.00%,0,0,Not Applicable,1,25.00%
512,2017FA,No,No,No,2,No,1.925,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,0,0,Not Applicable,4,100.00%
513,2017FA,Yes,No,Yes,2.5,No,1.5,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,3,75.00%
514,2017FA,Yes,No,Yes,3.75,No,3.825,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,5,100.00%
515,2017FA,No,No,No,2.5,No,2.6,RESIDENT,Yes,No,No,Data not valid,1,25.00%,1,1,100.00%,4,100.00%
516,2017FA,No,No,Yes,2.8235,No,2.876,RESIDENT,Yes,No,No,Data not valid,0,0.00%,0,0,Not Applicable,5,100.00%
517,2017FA,No,No,Yes,0.5,No,0.567,RESIDENT,Yes,Yes,No,Data not valid,4,80.00%,0,0,Not Applicable,2,50.00%
518,2017FA,No,No,No,3.25,No,2.925,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
519,2017FA,Yes,No,No,3.25,Yes,3.675,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,80.00%
520,2017FA,No,No,No,1,No,2,RESIDENT,No,No,No,Data not valid,3,75.00%,0,0,Not Applicable,3,75.00%
521,2017FA,No,No,No,2.75,No,3.325,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
522,2017FA,Yes,No,Yes,2.75,No,2.575,RESIDENT,Yes,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
523,2017FA,No,No,No,2,No,1.325,RESIDENT,No,No,No,Data not valid,1,20.00%,2,1,50.00%,3,75.00%
524,2017FA,No,No,No,3.5,No,3.525,RESIDENT,No,No,Yes,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
525,2017FA,No,No,No,0,No,0.35,RESIDENT,Yes,No,No,Data not valid,3,75.00%,2,0,0.00%,1,33.30%
526,2017FA,No,No,No,4,No,4,RESIDENT,No,No,No,Data not valid,0,0.00%,1,1,100.00%,5,100.00%
527,2017FA,No,No,No,2.75,No,2.675,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
528,2017FA,Yes,No,No,2.25,No,2.5,RESIDENT,Yes,No,No,Data not valid,1,25.00%,0,0,Not Applicable,4,100.00%
529,2017FA,Yes,No,Yes,2.5882,No,,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,0,Not Applicable
530,2017FA,No,No,No,3.5,No,3.433,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
531,2017FA,Yes,Yes,Yes,1.75,No,1.675,RESIDENT,Yes,No,No,Data not valid,1,25.00%,0,0,Not Applicable,4,100.00%
532,2017FA,No,No,No,3.5,Yes,3.175,RESIDENT,No,No,No,Data not valid,0,0.00%,1,1,100.00%,4,80.00%
533,2017FA,No,No,No,2,Yes,2.567,RESIDENT,Yes,No,No,Data not valid,2,50.00%,1,0,0.00%,3,75.00%
534,2017FA,No,No,No,2.25,Yes,1.425,RESIDENT,Yes,Yes,No,Data not valid,1,25.00%,1,1,100.00%,3,75.00%
535,2017FA,No,No,No,3.8095,No,3.81,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,9,100.00%
536,2017FA,No,No,No,2.75,No,2.575,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
537,2017FA,No,No,No,2.75,No,2.1,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,1,1,100.00%,4,100.00%
538,2017FA,No,No,No,3.25,Yes,2.9,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
539,2017FA,Yes,Yes,No,0.75,Yes,0.667,RESIDENT,Yes,No,No,Data not valid,3,75.00%,0,0,Not Applicable,1,25.00%
540,2017FA,No,No,No,1.75,Yes,2.675,RESIDENT,No,No,No,Data not valid,2,40.00%,2,2,100.00%,4,100.00%
541,2017FA,No,No,No,2.5,Yes,2.6,RESIDENT,No,No,No,Data not valid,1,25.00%,0,0,Not Applicable,4,100.00%
542,2017FA,No,No,No,2.5,Yes,2.825,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
543,2017FA,No,No,No,3.25,Yes,3.075,RESIDENT,Yes,No,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
544,2017FA,No,No,No,3,No,2.25,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,2,2,100.00%,4,100.00%
545,2017FA,No,No,No,1.6667,No,2,RESIDENT,Yes,No,Yes,Data not valid,1,25.00%,1,1,100.00%,2,66.70%
546,2017FA,No,No,No,3.25,No,3.425,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
547,2017FA,No,No,Yes,2.8,No,2.8,RESIDENT,No,No,No,Data not valid,0,0.00%,0,0,Not Applicable,5,100.00%
548,2017FA,Yes,Yes,No,3.75,No,3.25,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,1,1,100.00%,4,80.00%
549,2017FA,No,No,No,3,No,3.1,RESIDENT,Yes,Yes,Yes,Data not valid,0,0.00%,2,1,50.00%,3,75.00%
550,2017FA,Yes,Yes,No,2.2222,No,3.567,RESIDENT,Yes,Yes,No,Data not valid,1,16.70%,3,3,100.00%,4,80.00%
551,2017FA,No,No,No,3.5,No,3.75,RESIDENT,Yes,No,No,Data not valid,0,0.00%,1,1,100.00%,4,80.00%
552,2017FA,No,No,No,1,No,1.667,RESIDENT,Yes,Yes,Yes,Data not valid,3,60.00%,2,2,100.00%,2,50.00%
553,2017FA,Yes,No,Yes,0.75,No,0,COMMUTER,No,No,No,Data not valid,3,75.00%,1,0,0.00%,0,0.00%
554,2017FA,Yes,Yes,No,1,No,,RESIDENT,No,No,No,Data not valid,2,33.30%,0,0,Not Applicable,0,0.00%
555,2017FA,No,No,No,3,Yes,2.275,RESIDENT,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
556,2017FA,No,No,No,1.6667,No,,RESIDENT,No,No,No,Data not valid,1,25.00%,2,0,0.00%,0,0.00%
557,2017FA,No,No,No,3.25,Yes,3.5,COMMUTER,Yes,Yes,No,Data not valid,0,0.00%,0,0,Not Applicable,4,100.00%
558,2018FA,No,No,Yes,4,No,4,COMMUTER,Yes,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
559,2018FA,No,No,No,0.5,Yes,0,RESIDENT,Yes,No,Yes,1,4,100.00%,0,0,Not Applicable,0,0.00%
560,2018FA,No,No,No,4,Yes,4,COMMUTER,Yes,Yes,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
561,2018FA,No,No,No,3.7778,No,4,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,6,100.00%
562,2018FA,No,No,No,1.3333,No,2,RESIDENT,Yes,Yes,No,0,2,50.00%,1,1,100.00%,3,100.00%
563,2018FA,No,No,Yes,2.375,No,2.838,RESIDENT,Yes,Yes,Yes,0,1,16.70%,1,1,100.00%,5,100.00%
564,2018FA,No,No,Yes,2.25,No,2.425,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
565,2018FA,No,No,No,3.5,Yes,3.575,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
566,2018FA,No,No,No,1.75,No,2.675,RESIDENT,No,No,No,0,2,50.00%,0,0,Not Applicable,4,100.00%
567,2018FA,No,No,No,3,No,3.425,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
568,2018FA,Yes,No,Yes,2,Yes,3,RESIDENT,Yes,Yes,Yes,2,1,25.00%,0,0,Not Applicable,4,100.00%
569,2018FA,Yes,Yes,No,4,No,3.925,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,6,100.00%
570,2018FA,No,No,No,4,No,4,RESIDENT,No,No,No,0,0,0.00%,2,2,100.00%,5,100.00%
571,2018FA,No,No,Yes,3,Yes,2.825,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
572,2018FA,No,No,No,3.25,No,3.425,RESIDENT,No,No,Yes,3,0,0.00%,1,1,100.00%,4,100.00%
573,2018FA,No,No,Yes,2.75,Yes,2.9,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
574,2018FA,No,No,No,2.75,No,1.925,RESIDENT,Yes,Yes,Yes,0,0,0.00%,2,2,100.00%,4,100.00%
575,2018FA,No,No,No,3.25,No,3.6,RESIDENT,Yes,Yes,No,1,0,0.00%,3,3,100.00%,5,100.00%
576,2018FA,Yes,No,No,3.25,Yes,3.45,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
577,2018FA,No,No,No,3,No,3.233,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
578,2018FA,Yes,No,Yes,2.75,No,2.85,RESIDENT,Yes,No,No,7,1,16.70%,2,2,100.00%,5,100.00%
579,2018FA,Yes,No,Yes,2.1111,Yes,2.444,RESIDENT,Yes,Yes,No,1,1,20.00%,0,0,Not Applicable,5,100.00%
580,2018FA,No,No,No,3.25,Yes,3.175,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
581,2018FA,No,No,No,1.25,No,1.35,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,2,50.00%
582,2018FA,No,No,No,2.5,No,2.4,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
583,2018FA,Unknown,Unknown,Yes,2,No,2.075,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
584,2018FA,No,No,No,4,No,4,RESIDENT,No,No,Yes,3,0,0.00%,0,0,Not Applicable,6,100.00%
585,2018FA,Yes,No,Yes,3.25,No,3.425,RESIDENT,Yes,Yes,Yes,5,0,0.00%,1,1,100.00%,4,100.00%
586,2018FA,No,No,No,3.25,Yes,3.525,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
587,2018FA,No,No,No,2,Yes,2.75,RESIDENT,Yes,Yes,No,1,1,20.00%,2,2,100.00%,4,100.00%
588,2018FA,No,No,No,3.5,No,3.925,RESIDENT,Yes,Yes,Yes,2,0,0.00%,1,1,100.00%,5,100.00%
589,2018FA,No,No,Yes,3.25,Yes,2.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
590,2018FA,No,No,No,2.75,Yes,2.65,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
591,2018FA,No,No,No,3.5,No,3.675,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,5,100.00%
592,2018FA,Yes,No,No,4,No,4,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,5,100.00%
593,2018FA,No,No,No,3.25,No,3.25,COMMUTER,Yes,Yes,No,1,0,0.00%,2,2,100.00%,5,100.00%
594,2018FA,No,No,No,3.5,No,3.675,COMMUTER,Yes,No,No,3,0,0.00%,1,1,100.00%,5,100.00%
595,2018FA,Yes,Yes,Yes,2,No,1.425,RESIDENT,Yes,No,No,3,1,20.00%,0,0,Not Applicable,4,100.00%
596,2018FA,Yes,No,No,3.25,No,3.5,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
597,2018FA,No,No,No,3.7778,No,4,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,6,100.00%
598,2018FA,No,No,No,3.5294,No,3.733,COMMUTER,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,7,100.00%
599,2018FA,No,No,Yes,3.2941,No,2.894,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,5,100.00%
600,2018FA,Yes,No,No,3.3846,No,3.169,RESIDENT,Yes,No,No,0,0,0.00%,0,0,Not Applicable,4,80.00%
601,2018FA,Yes,No,No,3.25,No,3.525,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
602,2018FA,No,No,No,3.5,Yes,3.925,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
603,2018FA,Yes,Yes,Yes,3.25,No,2.675,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
604,2018FA,No,No,No,0.75,No,,RESIDENT,No,No,No,2,3,60.00%,0,0,Not Applicable,0,Not Applicable
605,2018FA,Yes,Yes,No,3,No,3.525,RESIDENT,Yes,Yes,No,1,0,0.00%,3,3,100.00%,5,100.00%
606,2018FA,No,No,No,1.75,Yes,2.325,RESIDENT,Yes,Yes,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
607,2018FA,No,No,No,2.6667,Yes,2.767,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,3,75.00%
608,2018FA,No,No,No,3.5,Yes,4,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,4,100.00%
609,2018FA,Yes,No,Yes,2.1176,No,2.518,RESIDENT,Yes,Yes,No,2,1,20.00%,0,0,Not Applicable,5,100.00%
610,2018FA,No,No,Yes,2.75,No,3.34,RESIDENT,No,No,Yes,2,0,0.00%,1,1,100.00%,4,100.00%
611,2018FA,No,No,No,3.5294,No,3.435,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,5,100.00%
612,2018FA,No,No,Yes,4,No,4,COMMUTER,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
613,2018FA,Yes,Yes,Yes,2.5,No,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,3,3,100.00%,5,100.00%
614,2018FA,No,No,Yes,3.25,No,2.075,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
615,2018FA,No,No,No,4,No,3.925,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,5,100.00%
616,2018FA,No,No,No,4,Yes,4,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
617,2018FA,Yes,Yes,Yes,2.75,No,2.525,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
618,2018FA,No,No,No,3.5294,No,3.388,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
619,2018FA,Yes,No,No,2,No,2.325,COMMUTER,Yes,No,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
620,2018FA,Yes,No,Yes,2.75,Yes,2.9,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,4,100.00%
621,2018FA,No,No,No,3.5,No,3.325,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
622,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,6,100.00%
